year,option Month,product,vol_id,expiry_date
10,N,S,N10.N10,25-Jun-10
11,N,S,N11.N11,24-Jun-11
12,N,S,N12.N12,22-Jun-12
13,N,S,N13.N13,21-Jun-13
14,N,S,N14.N14,20-Jun-14
15,N,S,N15.N15,26-Jun-15
16,N,S,N16.N16,24-Jun-16
10,N,QC,N10.N10,30-Jun-10
12,N,QC,N12.N12,29-Jun-12
14,N,QC,N14.N14,30-Jun-14
16,N,QC,N16.N16,30-Jun-16
18,N,QC,N18.N18,29-Jun-18
9,N,QC,N09.N09,30-Jun-09
11,N,QC,N11.N11,30-Jun-11
13,N,QC,N13.N13,28-Jun-13
15,N,QC,N15.N15,30-Jun-15
17,N,QC,N17.N17,30-Jun-17
18,N,LH,N18.N18,16-Jul-18
9,N,LH,N09.N09,15-Jul-09
10,N,LH,N10.N10,15-Jul-10
11,N,LH,N11.N11,15-Jul-11
12,N,LH,N12.N12,16-Jul-12
13,N,LH,N13.N13,15-Jul-13
14,N,LH,N14.N14,15-Jul-14
15,N,LH,N15.N15,15-Jul-15
16,N,LH,N16.N16,15-Jul-16
17,N,LH,N17.N17,17-Jul-17
7,N,LC,N07.Q07,6-Jul-07
8,N,LC,N08.Q08,3-Jul-08
10,N,LC,N10.Q10,2-Jul-10
11,N,LC,N11.Q11,1-Jul-11
12,N,LC,N12.Q12,6-Jul-12
13,N,LC,N13.Q13,5-Jul-13
14,N,LC,N14.Q14,3-Jul-14
15,N,LC,N15.Q15,2-Jul-15
16,N,LC,N16.Q16,1-Jul-16
9,N,LC,N09.Q09,10-Jul-09
10,N,KC,N10.N10,11-Jun-10
11,N,KC,N11.N11,10-Jun-11
12,N,KC,N12.N12,8-Jun-12
13,N,KC,N13.N13,14-Jun-13
14,N,KC,N14.N14,13-Jun-14
15,N,KC,N15.N15,12-Jun-15
16,N,KC,N16.N16,10-Jun-16
17,N,KC,N17.N17,9-Jun-17
19,N,KC,N19.N19,14-Jun-19
18,N,KC,N18.N18,8-Jun-18
9,N,DF,N09.N09,17-Jun-09
10,N,DF,N10.N10,16-Jun-10
11,N,DF,N11.N11,15-Jun-11
12,N,DF,N12.N12,20-Jun-12
13,N,DF,N13.N13,19-Jun-13
14,N,DF,N14.N14,18-Jun-14
15,N,DF,N15.N15,17-Jun-15
16,N,DF,N16.N16,15-Jun-16
17,N,DF,N17.N17,21-Jun-17
18,N,DF,N18.N18,20-Jun-18
10,N,CT,N10.N10,11-Jun-10
11,N,CT,N11.N11,10-Jun-11
12,N,CT,N12.N12,15-Jun-12
13,N,CT,N13.N13,14-Jun-13
14,N,CT,N14.N14,13-Jun-14
15,N,CT,N15.N15,12-Jun-15
16,N,CT,N16.N16,10-Jun-16
17,N,CT,N17.N17,16-Jun-17
18,N,CT,N18.N18,15-Jun-18
19,N,CT,N19.N19,14-Jun-19
9,N,CC,N09.N09,5-Jun-09
10,N,CC,N10.N10,4-Jun-10
11,N,CC,N11.N11,3-Jun-11
12,N,CC,N12.N12,1-Jun-12
13,N,CC,N13.N13,7-Jun-13
14,N,CC,N14.N14,6-Jun-14
15,N,CC,N15.N15,5-Jun-15
16,N,CC,N16.N16,3-Jun-16
17,N,CC,N17.N17,2-Jun-17
18,N,CC,N18.N18,1-Jun-18
9,N,C,N09.N09,26-Jun-09
10,N,C,N10.N10,25-Jun-10
11,N,C,N11.N11,24-Jun-11
12,N,C,N12.N12,22-Jun-12
13,N,C,N13.N13,21-Jun-13
14,N,C,N14.N14,20-Jun-14
15,N,C,N15.N15,26-Jun-15
16,N,C,N16.N16,24-Jun-16
18,N,C,N18.N18,22-Jun-18
17,N,C,N17.N17,23-Jun-17
11,N,BO,N11.N11,24-Jun-11
12,N,BO,N12.N12,22-Jun-12
13,N,BO,N13.N13,21-Jun-13
14,N,BO,N14.N14,20-Jun-14
15,N,BO,N15.N15,26-Jun-15
16,N,BO,N16.N16,24-Jun-16
8,N,BO,N08.N08,20-Jun-08
9,N,BO,N09.N09,26-Jun-09
10,N,BO,N10.N10,25-Jun-10
17,N,BO,N17.N17,23-Jun-17
8,Q,W,Q08.U08,25-Jul-08
9,Q,W,Q09.U09,24-Jul-09
10,Q,W,Q10.U10,23-Jul-10
11,Q,W,Q11.U11,22-Jul-11
12,Q,W,Q12.U12,27-Jul-12
7,Q,W,Q07.U07,27-Jul-07
13,Q,W,Q13.U13,26-Jul-13
14,Q,W,Q14.U14,25-Jul-14
15,Q,W,Q15.U15,24-Jul-15
16,Q,W,Q16.U16,22-Jul-16
9,Q,SM,Q09.Q09,24-Jul-09
17,Q,SM,Q17.Q17,21-Jul-17
8,Q,SM,Q08.Q08,25-Jul-08
10,Q,SM,Q10.Q10,23-Jul-10
11,Q,SM,Q11.Q11,22-Jul-11
12,Q,SM,Q12.Q12,27-Jul-12
13,Q,SM,Q13.Q13,26-Jul-13
14,Q,SM,Q14.Q14,25-Jul-14
15,Q,SM,Q15.Q15,24-Jul-15
16,Q,SM,Q16.Q16,22-Jul-16
7,Q,SB,Q07.V07,13-Jul-07
9,Q,SB,Q09.V09,15-Jul-09
8,Q,SB,Q08.V08,11-Jul-08
10,Q,SB,Q10.V10,15-Jul-10
11,Q,SB,Q11.V11,15-Jul-11
12,Q,SB,Q12.V12,16-Jul-12
13,Q,SB,Q13.V13,15-Jul-13
14,Q,SB,Q14.V14,15-Jul-14
15,Q,SB,Q15.V15,15-Jul-15
16,Q,SB,Q16.V16,15-Jul-16
9,Q,S,Q09.Q09,24-Jul-09
10,Q,S,Q10.Q10,23-Jul-10
11,Q,S,Q11.Q11,22-Jul-11
12,Q,S,Q12.Q12,27-Jul-12
13,Q,S,Q13.Q13,26-Jul-13
14,Q,S,Q14.Q14,25-Jul-14
15,Q,S,Q15.Q15,24-Jul-15
16,Q,S,Q16.Q16,22-Jul-16
17,Q,S,Q17.Q17,21-Jul-17
8,Q,LH,Q08.Q08,14-Aug-08
9,Q,LH,Q09.Q09,14-Aug-09
10,Q,LH,Q10.Q10,13-Aug-10
11,Q,LH,Q11.Q11,12-Aug-11
12,Q,LH,Q12.Q12,16-Aug-12
13,Q,LH,Q13.Q13,14-Aug-13
14,Q,LH,Q14.Q14,14-Aug-14
15,Q,LH,Q15.Q15,14-Aug-15
16,Q,LH,Q16.Q16,12-Aug-16
17,Q,LH,Q17.Q17,14-Aug-17
9,Q,LC,Q09.Q09,7-Aug-09
17,Q,LC,Q17.Q17,4-Aug-17
8,Q,LC,Q08.Q08,1-Aug-08
10,Q,LC,Q10.Q10,6-Aug-10
11,Q,LC,Q11.Q11,5-Aug-11
12,Q,LC,Q12.Q12,3-Aug-12
13,Q,LC,Q13.Q13,2-Aug-13
14,Q,LC,Q14.Q14,1-Aug-14
15,Q,LC,Q15.Q15,7-Aug-15
16,Q,LC,Q16.Q16,5-Aug-16
7,Q,KC,Q07.U07,13-Jul-07
9,Q,KC,Q09.U09,9-Jul-09
8,Q,KC,Q08.U08,11-Jul-08
10,Q,KC,Q10.U10,9-Jul-10
11,Q,KC,Q11.U11,8-Jul-11
12,Q,KC,Q12.U12,13-Jul-12
13,Q,KC,Q13.U13,12-Jul-13
14,Q,KC,Q14.U14,11-Jul-14
15,Q,KC,Q15.U15,10-Jul-15
16,Q,KC,Q16.U16,8-Jul-16
8,Q,CC,Q08.U08,2-Jul-08
9,Q,CC,Q09.U09,2-Jul-09
10,Q,CC,Q10.U10,2-Jul-10
11,Q,CC,Q11.U11,1-Jul-11
12,Q,CC,Q12.U12,6-Jul-12
13,Q,CC,Q13.U13,5-Jul-13
14,Q,CC,Q14.U14,3-Jul-14
15,Q,CC,Q15.U15,2-Jul-15
16,Q,CC,Q16.U16,1-Jul-16
17,Q,CC,Q17.U17,7-Jul-17
7,Q,C,Q07.U07,27-Jul-07
8,Q,C,Q08.U08,25-Jul-08
9,Q,C,Q09.U09,24-Jul-09
10,Q,C,Q10.U10,23-Jul-10
11,Q,C,Q11.U11,22-Jul-11
12,Q,C,Q12.U12,27-Jul-12
13,Q,C,Q13.U13,26-Jul-13
14,Q,C,Q14.U14,25-Jul-14
15,Q,C,Q15.U15,24-Jul-15
16,Q,C,Q16.U16,22-Jul-16
8,Q,BO,Q08.Q08,25-Jul-08
9,Q,BO,Q09.Q09,24-Jul-09
10,Q,BO,Q10.Q10,23-Jul-10
17,Q,BO,Q17.Q17,21-Jul-17
11,Q,BO,Q11.Q11,22-Jul-11
12,Q,BO,Q12.Q12,27-Jul-12
13,Q,BO,Q13.Q13,26-Jul-13
14,Q,BO,Q14.Q14,25-Jul-14
15,Q,BO,Q15.Q15,24-Jul-15
16,Q,BO,Q16.Q16,22-Jul-16
13,U,W,U13.U13,23-Aug-13
14,U,W,U14.U14,22-Aug-14
15,U,W,U15.U15,21-Aug-15
16,U,W,U16.U16,26-Aug-16
8,U,W,U08.U08,22-Aug-08
9,U,W,U09.U09,21-Aug-09
10,U,W,U10.U10,27-Aug-10
11,U,W,U11.U11,26-Aug-11
12,U,W,U12.U12,24-Aug-12
17,U,W,U17.U17,25-Aug-17
8,U,SM,U08.U08,22-Aug-08
10,U,SM,U10.U10,27-Aug-10
11,U,SM,U11.U11,26-Aug-11
12,U,SM,U12.U12,24-Aug-12
13,U,SM,U13.U13,23-Aug-13
14,U,SM,U14.U14,22-Aug-14
15,U,SM,U15.U15,21-Aug-15
16,U,SM,U16.U16,26-Aug-16
9,U,SM,U09.U09,21-Aug-09
17,U,SM,U17.U17,25-Aug-17
8,U,SB,U08.V08,8-Aug-08
10,U,SB,U10.V10,16-Aug-10
11,U,SB,U11.V11,15-Aug-11
12,U,SB,U12.V12,15-Aug-12
13,U,SB,U13.V13,15-Aug-13
14,U,SB,U14.V14,15-Aug-14
15,U,SB,U15.V15,17-Aug-15
16,U,SB,U16.V16,15-Aug-16
7,U,SB,U07.V07,10-Aug-07
9,U,SB,U09.V09,17-Aug-09
17,U,S,U17.U17,25-Aug-17
9,U,S,U09.U09,21-Aug-09
10,U,S,U10.U10,27-Aug-10
11,U,S,U11.U11,26-Aug-11
12,U,S,U12.U12,24-Aug-12
13,U,S,U13.U13,23-Aug-13
14,U,S,U14.U14,22-Aug-14
15,U,S,U15.U15,21-Aug-15
16,U,S,U16.U16,26-Aug-16
9,U,QC,U09.U09,28-Aug-09
11,U,QC,U11.U11,31-Aug-11
13,U,QC,U13.U13,30-Aug-13
15,U,QC,U15.U15,28-Aug-15
17,U,QC,U17.U17,31-Aug-17
10,U,QC,U10.U10,31-Aug-10
12,U,QC,U12.U12,31-Aug-12
14,U,QC,U14.U14,29-Aug-14
16,U,QC,U16.U16,31-Aug-16
18,U,QC,U18.U18,31-Aug-18
8,U,LC,U08.V08,5-Sep-08
10,U,LC,U10.V10,3-Sep-10
11,U,LC,U11.V11,2-Sep-11
12,U,LC,U12.V12,7-Sep-12
13,U,LC,U13.V13,6-Sep-13
14,U,LC,U14.V14,5-Sep-14
15,U,LC,U15.V15,4-Sep-15
16,U,LC,U16.V16,2-Sep-16
7,U,LC,U07.V07,7-Sep-07
9,U,LC,U09.V09,4-Sep-09
10,U,KC,U10.U10,13-Aug-10
11,U,KC,U11.U11,12-Aug-11
12,U,KC,U12.U12,10-Aug-12
13,U,KC,U13.U13,9-Aug-13
14,U,KC,U14.U14,8-Aug-14
15,U,KC,U15.U15,14-Aug-15
16,U,KC,U16.U16,12-Aug-16
18,U,KC,U18.U18,10-Aug-18
17,U,KC,U17.U17,11-Aug-17
19,U,KC,U19.U19,9-Aug-19
9,U,DF,U09.U09,19-Aug-09
10,U,DF,U10.U10,18-Aug-10
11,U,DF,U11.U11,17-Aug-11
12,U,DF,U12.U12,15-Aug-12
13,U,DF,U13.U13,21-Aug-13
14,U,DF,U14.U14,20-Aug-14
15,U,DF,U15.U15,19-Aug-15
16,U,DF,U16.U16,17-Aug-16
17,U,DF,U17.U17,16-Aug-17
18,U,DF,U18.U18,15-Aug-18
10,U,CT,U10.Z10,20-Aug-10
11,U,CT,U11.Z11,19-Aug-11
12,U,CT,U12.Z12,17-Aug-12
13,U,CT,U13.Z13,16-Aug-13
14,U,CT,U14.Z14,15-Aug-14
15,U,CT,U15.Z15,21-Aug-15
16,U,CT,U16.Z16,19-Aug-16
17,U,CT,U17.V17,18-Aug-17
18,U,CT,U18.Z18,17-Aug-18
19,U,CT,U19.Z19,16-Aug-19
9,U,CC,U09.U09,7-Aug-09
10,U,CC,U10.U10,6-Aug-10
11,U,CC,U11.U11,5-Aug-11
12,U,CC,U12.U12,3-Aug-12
13,U,CC,U13.U13,2-Aug-13
14,U,CC,U14.U14,1-Aug-14
15,U,CC,U15.U15,7-Aug-15
16,U,CC,U16.U16,5-Aug-16
17,U,CC,U17.U17,4-Aug-17
18,U,CC,U18.U18,3-Aug-18
9,U,C,U09.U09,21-Aug-09
10,U,C,U10.U10,27-Aug-10
11,U,C,U11.U11,26-Aug-11
12,U,C,U12.U12,24-Aug-12
13,U,C,U13.U13,23-Aug-13
14,U,C,U14.U14,22-Aug-14
15,U,C,U15.U15,21-Aug-15
16,U,C,U16.U16,26-Aug-16
17,U,C,U17.U17,25-Aug-17
11,U,BO,U11.U11,26-Aug-11
12,U,BO,U12.U12,24-Aug-12
13,U,BO,U13.U13,23-Aug-13
14,U,BO,U14.U14,22-Aug-14
15,U,BO,U15.U15,21-Aug-15
16,U,BO,U16.U16,26-Aug-16
8,U,BO,U08.U08,22-Aug-08
9,U,BO,U09.U09,21-Aug-09
10,U,BO,U10.U10,27-Aug-10
17,U,BO,U17.U17,25-Aug-17
7,V,W,V07.Z07,21-Sep-07
8,V,W,V08.Z08,26-Sep-08
9,V,W,V09.Z09,25-Sep-09
10,V,W,V10.Z10,24-Sep-10
11,V,W,V11.Z11,23-Sep-11
12,V,W,V12.Z12,21-Sep-12
13,V,W,V13.Z13,20-Sep-13
14,V,W,V14.Z14,26-Sep-14
15,V,W,V15.Z15,25-Sep-15
16,V,W,V16.Z16,23-Sep-16
9,V,SM,V09.V09,25-Sep-09
17,V,SM,V17.V17,22-Sep-17
8,V,SM,V08.V08,26-Sep-08
10,V,SM,V10.V10,24-Sep-10
11,V,SM,V11.V11,23-Sep-11
12,V,SM,V12.V12,21-Sep-12
13,V,SM,V13.V13,20-Sep-13
14,V,SM,V14.V14,26-Sep-14
15,V,SM,V15.V15,25-Sep-15
16,V,SM,V16.V16,23-Sep-16
18,V,SB,V18.V18,17-Sep-18
10,V,SB,V10.V10,15-Sep-10
11,V,SB,V11.V11,15-Sep-11
12,V,SB,V12.V12,17-Sep-12
13,V,SB,V13.V13,16-Sep-13
14,V,SB,V14.V14,15-Sep-14
15,V,SB,V15.V15,15-Sep-15
16,V,SB,V16.V16,15-Sep-16
17,V,SB,V17.V17,15-Sep-17
19,V,SB,V19.V19,16-Sep-19
8,V,S,V08.X08,26-Sep-08
9,V,S,V09.X09,25-Sep-09
10,V,S,V10.X10,24-Sep-10
11,V,S,V11.X11,23-Sep-11
12,V,S,V12.X12,21-Sep-12
13,V,S,V13.X13,20-Sep-13
14,V,S,V14.X14,26-Sep-14
15,V,S,V15.X15,25-Sep-15
16,V,S,V16.X16,23-Sep-16
8,V,LH,V08.V08,15-Oct-08
9,V,LH,V09.V09,16-Oct-09
10,V,LH,V10.V10,14-Oct-10
11,V,LH,V11.V11,14-Oct-11
12,V,LH,V12.V12,16-Oct-12
13,V,LH,V13.V13,14-Oct-13
14,V,LH,V14.V14,14-Oct-14
15,V,LH,V15.V15,14-Oct-15
16,V,LH,V16.V16,14-Oct-16
17,V,LH,V17.V17,10-Oct-17
9,V,LC,V09.V09,2-Oct-09
8,V,LC,V08.V08,3-Oct-08
10,V,LC,V10.V10,1-Oct-10
11,V,LC,V11.V11,7-Oct-11
12,V,LC,V12.V12,5-Oct-12
13,V,LC,V13.V13,4-Oct-13
14,V,LC,V14.V14,3-Oct-14
15,V,LC,V15.V15,2-Oct-15
16,V,LC,V16.V16,7-Oct-16
17,V,LC,V17.V17,6-Oct-17
8,V,KC,V08.Z08,12-Sep-08
7,V,KC,V07.Z07,14-Sep-07
9,V,KC,V09.Z09,11-Sep-09
10,V,KC,V10.Z10,10-Sep-10
11,V,KC,V11.Z11,9-Sep-11
12,V,KC,V12.Z12,14-Sep-12
13,V,KC,V13.Z13,13-Sep-13
14,V,KC,V14.Z14,12-Sep-14
15,V,KC,V15.Z15,11-Sep-15
16,V,KC,V16.Z16,9-Sep-16
10,V,CT,V10.V10,10-Sep-10
11,V,CT,V11.V11,16-Sep-11
12,V,CT,V12.V12,14-Sep-12
13,V,CT,V13.V13,13-Sep-13
14,V,CT,V14.V14,12-Sep-14
15,V,CT,V15.V15,11-Sep-15
16,V,CT,V16.V16,16-Sep-16
17,V,CT,V17.V17,15-Sep-17
18,V,CT,V18.V18,14-Sep-18
19,V,CT,V19.V19,13-Sep-19
7,V,CC,V07.Z07,7-Sep-07
8,V,CC,V08.Z08,5-Sep-08
9,V,CC,V09.Z09,4-Sep-09
10,V,CC,V10.Z10,3-Sep-10
11,V,CC,V11.Z11,2-Sep-11
12,V,CC,V12.Z12,7-Sep-12
13,V,CC,V13.Z13,6-Sep-13
14,V,CC,V14.Z14,5-Sep-14
15,V,CC,V15.Z15,4-Sep-15
16,V,CC,V16.Z16,2-Sep-16
8,V,C,V08.Z08,26-Sep-08
7,V,C,V07.Z07,21-Sep-07
9,V,C,V09.Z09,25-Sep-09
10,V,C,V10.Z10,24-Sep-10
11,V,C,V11.Z11,23-Sep-11
12,V,C,V12.Z12,21-Sep-12
13,V,C,V13.Z13,20-Sep-13
14,V,C,V14.Z14,26-Sep-14
15,V,C,V15.Z15,25-Sep-15
16,V,C,V16.Z16,23-Sep-16
8,V,BO,V08.V08,26-Sep-08
9,V,BO,V09.V09,25-Sep-09
10,V,BO,V10.V10,24-Sep-10
17,V,BO,V17.V17,22-Sep-17
11,V,BO,V11.V11,23-Sep-11
12,V,BO,V12.V12,21-Sep-12
13,V,BO,V13.V13,20-Sep-13
14,V,BO,V14.V14,26-Sep-14
15,V,BO,V15.V15,25-Sep-15
16,V,BO,V16.V16,23-Sep-16
13,X,W,X13.Z13,25-Oct-13
14,X,W,X14.Z14,24-Oct-14
15,X,W,X15.Z15,23-Oct-15
16,X,W,X16.Z16,21-Oct-16
7,X,W,X07.Z07,26-Oct-07
8,X,W,X08.Z08,24-Oct-08
9,X,W,X09.Z09,23-Oct-09
10,X,W,X10.Z10,22-Oct-10
11,X,W,X11.Z11,21-Oct-11
12,X,W,X12.Z12,26-Oct-12
8,X,SM,X08.Z08,24-Oct-08
10,X,SM,X10.Z10,22-Oct-10
11,X,SM,X11.Z11,21-Oct-11
12,X,SM,X12.Z12,26-Oct-12
13,X,SM,X13.Z13,25-Oct-13
14,X,SM,X14.Z14,24-Oct-14
15,X,SM,X15.Z15,23-Oct-15
16,X,SM,X16.Z16,21-Oct-16
7,X,SM,X07.Z07,26-Oct-07
9,X,SM,X09.Z09,23-Oct-09
7,X,SB,X07.H07,12-Oct-07
9,X,SB,X09.H09,15-Oct-09
10,X,SB,X10.H10,15-Oct-10
11,X,SB,X11.H11,17-Oct-11
12,X,SB,X12.H12,15-Oct-12
13,X,SB,X13.H13,15-Oct-13
14,X,SB,X14.H14,15-Oct-14
15,X,SB,X15.H15,15-Oct-15
16,X,SB,X16.H16,17-Oct-16
8,X,SB,X08.H08,15-Oct-08
9,X,S,X09.X09,23-Oct-09
10,X,S,X10.X10,22-Oct-10
11,X,S,X11.X11,21-Oct-11
12,X,S,X12.X12,26-Oct-12
13,X,S,X13.X13,25-Oct-13
14,X,S,X14.X14,24-Oct-14
15,X,S,X15.X15,23-Oct-15
16,X,S,X16.X16,21-Oct-16
17,X,S,X17.X17,27-Oct-17
18,X,S,X18.X18,26-Oct-18
7,X,LC,X07.Z07,2-Nov-07
8,X,LC,X08.Z08,7-Nov-08
10,X,LC,X10.Z10,5-Nov-10
11,X,LC,X11.Z11,4-Nov-11
12,X,LC,X12.Z12,2-Nov-12
13,X,LC,X13.Z13,1-Nov-13
14,X,LC,X14.Z14,7-Nov-14
15,X,LC,X15.Z15,6-Nov-15
16,X,LC,X16.Z16,4-Nov-16
7,X,KC,X07.Z07,12-Oct-07
9,X,KC,X09.Z09,9-Oct-09
10,X,KC,X10.Z10,8-Oct-10
11,X,KC,X11.Z11,14-Oct-11
12,X,KC,X12.Z12,12-Oct-12
13,X,KC,X13.Z13,11-Oct-13
14,X,KC,X14.Z14,10-Oct-14
15,X,KC,X15.Z15,9-Oct-15
16,X,KC,X16.Z16,14-Oct-16
8,X,KC,X08.Z08,10-Oct-08
9,X,DF,X09.X09,21-Oct-09
10,X,DF,X10.X10,20-Oct-10
11,X,DF,X11.X11,19-Oct-11
12,X,DF,X12.X12,17-Oct-12
13,X,DF,X13.X13,16-Oct-13
14,X,DF,X14.X14,15-Oct-14
15,X,DF,X15.X15,21-Oct-15
16,X,DF,X16.X16,19-Oct-16
17,X,DF,X17.X17,18-Oct-17
18,X,DF,X18.X18,17-Oct-18
7,X,CT,X07.Z07,19-Oct-07
8,X,CT,X08.Z08,17-Oct-08
9,X,CT,X09.Z09,16-Oct-09
10,X,CT,X10.Z10,15-Oct-10
11,X,CT,X11.Z11,21-Oct-11
12,X,CT,X12.Z12,19-Oct-12
13,X,CT,X13.Z13,18-Oct-13
14,X,CT,X14.Z14,17-Oct-14
15,X,CT,X15.Z15,16-Oct-15
16,X,CT,X16.Z16,21-Oct-16
8,X,CC,X08.Z08,3-Oct-08
9,X,CC,X09.Z09,2-Oct-09
10,X,CC,X10.Z10,1-Oct-10
11,X,CC,X11.Z11,7-Oct-11
12,X,CC,X12.Z12,5-Oct-12
13,X,CC,X13.Z13,4-Oct-13
14,X,CC,X14.Z14,3-Oct-14
15,X,CC,X15.Z15,2-Oct-15
16,X,CC,X16.Z16,7-Oct-16
7,X,CC,X07.Z07,5-Oct-07
7,X,C,X07.Z07,26-Oct-07
9,X,C,X09.Z09,23-Oct-09
10,X,C,X10.Z10,22-Oct-10
11,X,C,X11.Z11,21-Oct-11
12,X,C,X12.Z12,26-Oct-12
13,X,C,X13.Z13,25-Oct-13
14,X,C,X14.Z14,24-Oct-14
15,X,C,X15.Z15,23-Oct-15
16,X,C,X16.Z16,21-Oct-16
8,X,C,X08.Z08,24-Oct-08
11,X,BO,X11.Z11,21-Oct-11
12,X,BO,X12.Z12,26-Oct-12
13,X,BO,X13.Z13,25-Oct-13
14,X,BO,X14.X14,24-Oct-14
15,X,BO,X15.Z15,23-Oct-15
16,X,BO,X16.Z16,21-Oct-16
9,X,BO,X09.X09,23-Oct-09
10,X,BO,X10.Z10,22-Oct-10
17,X,BO,X17.X17,27-Oct-17
8,Z,W,Z08.Z08,21-Nov-08
9,Z,W,Z09.Z09,20-Nov-09
10,Z,W,Z10.Z10,26-Nov-10
11,Z,W,Z11.Z11,25-Nov-11
12,Z,W,Z12.Z12,23-Nov-12
17,Z,W,Z17.Z17,24-Nov-17
13,Z,W,Z13.Z13,22-Nov-13
14,Z,W,Z14.Z14,21-Nov-14
15,Z,W,Z15.Z15,20-Nov-15
16,Z,W,Z16.Z16,25-Nov-16
9,Z,SM,Z09.Z09,20-Nov-09
8,Z,SM,Z08.Z08,21-Nov-08
10,Z,SM,Z10.Z10,26-Nov-10
11,Z,SM,Z11.Z11,25-Nov-11
12,Z,SM,Z12.Z12,23-Nov-12
13,Z,SM,Z13.Z13,22-Nov-13
14,Z,SM,Z14.Z14,21-Nov-14
15,Z,SM,Z15.Z15,20-Nov-15
16,Z,SM,Z16.Z16,25-Nov-16
17,Z,SM,Z17.Z17,24-Nov-17
8,Z,SB,Z08.H08,17-Nov-08
7,Z,SB,Z07.H07,9-Nov-07
9,Z,SB,Z09.H09,16-Nov-09
10,Z,SB,Z10.H10,15-Nov-10
11,Z,SB,Z11.H11,15-Nov-11
12,Z,SB,Z12.H12,15-Nov-12
13,Z,SB,Z13.H13,15-Nov-13
14,Z,SB,Z14.H14,17-Nov-14
15,Z,SB,Z15.H15,16-Nov-15
16,Z,SB,Z16.H16,15-Nov-16
9,Z,S,Z09.F09,20-Nov-09
10,Z,S,Z10.F10,26-Nov-10
11,Z,S,Z11.F11,25-Nov-11
12,Z,S,Z12.F12,23-Nov-12
13,Z,S,Z13.F13,22-Nov-13
14,Z,S,Z14.F14,21-Nov-14
15,Z,S,Z15.F15,20-Nov-15
16,Z,S,Z16.F16,25-Nov-16
8,Z,S,Z08.F08,21-Nov-08
10,Z,QC,Z10.Z10,30-Nov-10
12,Z,QC,Z12.Z12,30-Nov-12
14,Z,QC,Z14.Z14,28-Nov-14
16,Z,QC,Z16.Z16,30-Nov-16
18,Z,QC,Z18.Z18,30-Nov-18
9,Z,QC,Z09.Z09,30-Nov-09
11,Z,QC,Z11.Z11,30-Nov-11
13,Z,QC,Z13.Z13,29-Nov-13
15,Z,QC,Z15.Z15,30-Nov-15
17,Z,QC,Z17.Z17,30-Nov-17
8,Z,LH,Z08.Z08,12-Dec-08
9,Z,LH,Z09.Z09,14-Dec-09
10,Z,LH,Z10.Z10,14-Dec-10
11,Z,LH,Z11.Z11,14-Dec-11
12,Z,LH,Z12.Z12,18-Dec-12
13,Z,LH,Z13.Z13,13-Dec-13
14,Z,LH,Z14.Z14,12-Dec-14
15,Z,LH,Z15.Z15,14-Dec-15
16,Z,LH,Z16.Z16,14-Dec-16
17,Z,LH,Z17.Z17,14-Dec-17
17,Z,LC,Z17.Z17,1-Dec-17
9,Z,LC,Z09.Z09,4-Dec-09
10,Z,LC,Z10.Z10,3-Dec-10
11,Z,LC,Z11.Z11,2-Dec-11
12,Z,LC,Z12.Z12,7-Dec-12
13,Z,LC,Z13.Z13,6-Dec-13
14,Z,LC,Z14.Z14,5-Dec-14
15,Z,LC,Z15.Z15,4-Dec-15
16,Z,LC,Z16.Z16,2-Dec-16
17,Z,KC,Z17.Z17,10-Nov-17
19,Z,KC,Z19.Z19,8-Nov-19
10,Z,KC,Z10.Z10,12-Nov-10
11,Z,KC,Z11.Z11,11-Nov-11
12,Z,KC,Z12.Z12,9-Nov-12
13,Z,KC,Z13.Z13,8-Nov-13
14,Z,KC,Z14.Z14,12-Nov-14
15,Z,KC,Z15.Z15,12-Nov-15
16,Z,KC,Z16.Z16,11-Nov-16
18,Z,KC,Z18.Z18,9-Nov-18
10,Z,CT,Z10.Z10,12-Nov-10
11,Z,CT,Z11.Z11,11-Nov-11
12,Z,CT,Z12.Z12,9-Nov-12
13,Z,CT,Z13.Z13,8-Nov-13
14,Z,CT,Z14.Z14,7-Nov-14
15,Z,CT,Z15.Z15,13-Nov-15
16,Z,CT,Z16.Z16,11-Nov-16
17,Z,CT,Z17.Z17,10-Nov-17
18,Z,CT,Z18.Z18,16-Nov-18
19,Z,CT,Z19.Z19,15-Nov-19
18,Z,CC,Z18.Z18,2-Nov-18
9,Z,CC,Z09.Z09,6-Nov-09
10,Z,CC,Z10.Z10,5-Nov-10
11,Z,CC,Z11.Z11,4-Nov-11
12,Z,CC,Z12.Z12,2-Nov-12
13,Z,CC,Z13.Z13,1-Nov-13
14,Z,CC,Z14.Z14,7-Nov-14
15,Z,CC,Z15.Z15,6-Nov-15
16,Z,CC,Z16.Z16,4-Nov-16
17,Z,CC,Z17.Z17,3-Nov-17
9,Z,C,Z09.Z09,20-Nov-09
10,Z,C,Z10.Z10,26-Nov-10
11,Z,C,Z11.Z11,25-Nov-11
12,Z,C,Z12.Z12,23-Nov-12
13,Z,C,Z13.Z13,22-Nov-13
14,Z,C,Z14.Z14,21-Nov-14
15,Z,C,Z15.Z15,20-Nov-15
16,Z,C,Z16.Z16,25-Nov-16
17,Z,C,Z17.Z17,24-Nov-17
18,Z,C,Z18.Z18,23-Nov-18
9,Z,BO,Z09.Z09,20-Nov-09
