value_date,vol_id,strike,call_put_id,settle_vol
2017-01-01,CT N7.N7,40,C,0.103126582
2017-01-01,CT N7.N7,40,P,0.312059916
2017-01-01,CT N7.N7,43,C,0.090299292
2017-01-01,CT N7.N7,43,P,0.27571688
2017-01-01,CT N7.N7,44,C,0.264127689
2017-01-01,CT N7.N7,44,P,0.264127689
2017-01-01,CT N7.N7,45,C,0.252778743
2017-01-01,CT N7.N7,45,P,0.252778743
2017-01-01,CT N7.N7,46,C,0.241658059
2017-01-01,CT N7.N7,46,P,0.241658059
2017-01-01,CT N7.N7,47,C,0.230751238
2017-01-01,CT N7.N7,47,P,0.230751238
2017-01-01,CT N7.N7,48,C,0.237381739
2017-01-01,CT N7.N7,48,P,0.237381739
2017-01-01,CT N7.N7,49,C,0.226168678
2017-01-01,CT N7.N7,49,P,0.226168678
2017-01-01,CT N7.N7,50,C,0.226059932
2017-01-01,CT N7.N7,50,P,0.226059932
2017-01-01,CT N7.N7,51,C,0.223022026
2017-01-01,CT N7.N7,51,P,0.223022026
2017-01-01,CT N7.N7,52,C,0.218220762
2017-01-01,CT N7.N7,52,P,0.218220762
2017-01-01,CT N7.N7,53,C,0.212223961
2017-01-01,CT N7.N7,53,P,0.212223961
2017-01-01,CT N7.N7,54,C,0.209726311
2017-01-01,CT N7.N7,54,P,0.209726311
2017-01-01,CT N7.N7,55,C,0.208678941
2017-01-01,CT N7.N7,55,P,0.208678941
2017-01-01,CT N7.N7,56,C,0.205198308
2017-01-01,CT N7.N7,56,P,0.205198308
2017-01-01,CT N7.N7,57,C,0.200056244
2017-01-01,CT N7.N7,57,P,0.200056244
2017-01-01,CT N7.N7,58,C,0.197662701
2017-01-01,CT N7.N7,58,P,0.197662701
2017-01-01,CT N7.N7,59,C,0.19653418
2017-01-01,CT N7.N7,59,P,0.19653418
2017-01-01,CT N7.N7,60,C,0.193027833
2017-01-01,CT N7.N7,60,P,0.193027833
2017-01-01,CT N7.N7,61,C,0.192538714
2017-01-01,CT N7.N7,61,P,0.192538714
2017-01-01,CT N7.N7,62,C,0.191560105
2017-01-01,CT N7.N7,62,P,0.191560105
2017-01-01,CT N7.N7,63,C,0.189984645
2017-01-01,CT N7.N7,63,P,0.189984645
2017-01-01,CT N7.N7,64,C,0.190136664
2017-01-01,CT N7.N7,64,P,0.190136664
2017-01-01,CT N7.N7,65,C,0.189855758
2017-01-01,CT N7.N7,65,P,0.189855758
2017-01-01,CT N7.N7,66,C,0.190386661
2017-01-01,CT N7.N7,66,P,0.190386661
2017-01-01,CT N7.N7,67,C,0.190807666
2017-01-01,CT N7.N7,67,P,0.190807666
2017-01-01,CT N7.N7,68,C,0.191625065
2017-01-01,CT N7.N7,68,P,0.191625065
2017-01-01,CT N7.N7,69,C,0.192189176
2017-01-01,CT N7.N7,69,P,0.192189176
2017-01-01,CT N7.N7,70,C,0.193047965
2017-01-01,CT N7.N7,70,P,0.193047965
2017-01-01,CT N7.N7,71,C,0.194203291
2017-01-01,CT N7.N7,71,P,0.194203291
2017-01-01,CT N7.N7,72,C,0.195183828
2017-01-01,CT N7.N7,72,P,0.195183828
2017-01-01,CT N7.N7,73,C,0.196598789
2017-01-01,CT N7.N7,73,P,0.196598789
2017-01-01,CT N7.N7,74,C,0.198040229
2017-01-01,CT N7.N7,74,P,0.198040229
2017-01-01,CT N7.N7,75,C,0.199642905
2017-01-01,CT N7.N7,75,P,0.199642905
2017-01-01,CT N7.N7,76,C,0.201572223
2017-01-01,CT N7.N7,76,P,0.201572223
2017-01-01,CT N7.N7,77,C,0.202854892
2017-01-01,CT N7.N7,77,P,0.202854892
2017-01-01,CT N7.N7,78,C,0.204798146
2017-01-01,CT N7.N7,78,P,0.204798146
2017-01-01,CT N7.N7,79,C,0.206385906
2017-01-01,CT N7.N7,79,P,0.206385906
2017-01-01,CT N7.N7,80,C,0.208414625
